Pair.Name,Ligand,Receptor,Dataset,Annotation,Location  Ligand,GO,References,Julia TRUE/FALSE/NA,Julia literature reference,Julia comment,checked,,,,,,,,,,,,,
Cxcl12-Cxcr4,Cxcl12,Cxcr4,Ramilowski,Correct,Secreted,Chemokine,"8752280, 12714578,9551924, 9712844,10233851, 8752281",,,,,,,,,,,,,,,,,
Cxcl12-Cxcr7,Cxcl12,Cxcr7,Baccin,Correct,Secreted,Chemokine,16107333,,,,,,,,,,,,,,,,,
Cxcl12-Sdc4,Cxcl12,Sdc4,Baccin,Correct,Secreted,Chemokine,19695308,,,,,,,,,,,,,,,,,
Cxcl16-Cxcr6,Cxcl16,Cxcr6,Ramilowski,Correct,Both,Chemokine,"14625285,11290797,11017100, 11290797",,,,,,,,,,,,,,,,,
Cxcl2-Cxcr2,Cxcl2,Cxcr2,Ramilowski,Correct,Secreted,Chemokine,8.702.798,,,,,,,,,,,,,,,,,
Cyr61-Itga2b&Itgb3,Cyr61,Itga2b&Itgb3,Baccin,Correct,Secreted,Other,16988024,,,,,,,,,,,,,,,,,
Cyr61-Itga6&Itgb1,Cyr61,Itga6&Itgb1,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Cyr61-Itgad&Itgb2,Cyr61,Itgad&Itgb2,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Cyr61-Itgam&Itgb2,Cyr61,Itgam&Itgb2,Baccin,Correct,ECM,Other,12036876,,,,,,,,,,,,,,,,,
Cyr61-Itgav&Itgb3,Cyr61,Itgav&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Cyr61-Sdc4,Cyr61,Sdc4,Baccin,Correct,ECM,Other,16275757,,,,,,,,,,,,,,,,,
Dag1-Lama2,Dag1,Lama2,Baccin,Correct,ECM,Other,7925941,,,,,,,,,,,,,,,,,
Dag1-Lama4,Dag1,Lama4,Baccin,Correct,ECM,Other,27614294,,,,,,,,,,,,,,,,,
Dag1-Lamb1,Dag1,Lamb1,Baccin,Correct,ECM,Other,1741056,,,,,,,,,,,,,,,,,
Dag1-Lamb2,Dag1,Lamb2,Baccin,Correct,ECM,Other,7925941,,,,,,,,,,,,,,,,,
Dag1-Lamc1,Dag1,Lamc1,Baccin,Correct,ECM,Other,1741056,,,,,,,,,,,,,,,,,
Dag1-Lamc2,Dag1,Lamc2,Baccin,Correct,ECM,Other,7925941,,,,,,,,,,,,,,,,,
Dcn-Egfr,Dcn,Egfr,Ramilowski,Correct,ECM,Other,"12105206, 9988678",,,,,,,,,,,,,,,,,
Dcn-Met,Dcn,Met,Ramilowski,Correct,ECM,Other,26522384,,,,,,,,,,,,,,,,,
Dhh-Ptch1,Dhh,Ptch1,Ramilowski,Correct,Secreted,Other,9811851,,,,,,,,,,,,,,,,,
Dkk1-Kremen1,Dkk1,Kremen1,Ramilowski,Correct,Secreted,Other,"12050670, 12050670",,,,,,,,,,,,,,,,,
Dkk1-Lrp5,Dkk1,Lrp5,Ramilowski,Correct,Secreted,Other,11516963,,,,,,,,,,,,,,,,,
Dkk1-Lrp6,Dkk1,Lrp6,Ramilowski,Correct,Secreted,Other,"11357136,11357136, 11448771",,,,,,,,,,,,,,,,,
Dkk2-Lrp6,Dkk2,Lrp6,Ramilowski,Correct,Secreted,Other,"11357136,11742004, 11357136",,,,,,,,,,,,,,,,,
Dlk1-Notch1,Dlk1,Notch1,Ramilowski,Correct,Membrane,Other,26791579,,,,,,,,,,,,,,,,,
Dll1-Notch1,Dll1,Notch1,Ramilowski,Correct,Membrane,Other,"98194281, 1006133",,,,,,,,,,,,,,,,,
Dll1-Notch2,Dll1,Notch2,Ramilowski,Correct,Membrane,Other,10958687,,,,,,,,,,,,,,,,,
Dll1-Notch3,Dll1,Notch3,Ramilowski,Correct,Membrane,Other,"12482954, 11006133",,,,,,,,,,,,,,,,,
Dll4-Notch1,Dll4,Notch1,Ramilowski,Correct,Membrane,Other,"16219802,10837024, 11739188",,,,,,,,,,,,,,,,,
Dll4-Notch2,Dll4,Notch2,Ramilowski,Correct,Membrane,Other,30181175,,,,,,,,,,,,,,,,,
Dll4-Notch3,Dll4,Notch3,Ramilowski,Correct,Membrane,Other,29230914,,,,,,,,,,,,,,,,,
Cdh1-Itga2&Itgb1,Cdh1,Itga2&Itgb1,Baccin,Correct,Membrane,Other,11413131,,,,,,,,,,,,,,,,,
Cdh1-Itgae&Itgb7,Cdh1,Itgae&Itgb7,Baccin,Correct,Membrane,Other,12392763,,,,,,,,,,,,,,,,,
Ebi3-Il27ra,Ebi3,Il27ra,Ramilowski,Correct,Secreted,Cytokine,12121660,,,,,,,,,,,,,,,,,
Ebi3-Il6st,Ebi3,Il6st,Baccin,Correct,Secreted,Cytokine,28280243,,,,,,,,,,,,,,,,,
Edil3-Itga5&Itgb1,Edil3,Itga5&Itgb1,Baccin,Correct,Secreted,Other,29182679,,,,,,,,,,,,,,,,,
Edil3-Itgav&Itgb3,Edil3,Itgav&Itgb3,Baccin,Correct,Secreted,Other,25980764,,,,,,,,,,,,,,,,,
Edn1-Ednra,Edn1,Ednra,Ramilowski,Correct,Secreted,Cytokine,"90829707, 6479761",,,,,,,,,,,,,,,,,
Edn1-Ednrb,Edn1,Ednrb,Ramilowski,Correct,Secreted,Cytokine,12972292,,,,,,,,,,,,,,,,,
Edn1-Kel,Edn1,Kel,Ramilowski,Correct,Secreted,Cytokine,10438732,,,,,,,,,,,,,,,,,
Edn3-Ednra,Edn3,Ednra,Ramilowski,Correct,Secreted,Other,11982704,,,,,,,,,,,,,,,,,
Edn3-Ednrb,Edn3,Ednrb,Ramilowski,Correct,Secreted,Other,"8001160, 8086489,7524189, 8460684, 8904635,8001160, 11982704",,,,,,,,,,,,,,,,,
Edn3-Kel,Edn3,Kel,Ramilowski,Correct,Secreted,Other,10438732,,,,,,,,,,,,,,,,,
Efemp1-Egfr,Efemp1,Egfr,Ramilowski,Correct,ECM,GrowthFactor,19804359,,,,,,,,,,,,,,,,,
Efna1-Epha2,Efna1,Epha2,Ramilowski,Correct,Secreted,Other,"11248553,14692877, 8755474, 7973638",,,,,,,,,,,,,,,,,
Efna1-Epha4,Efna1,Epha4,Ramilowski,Correct,Secreted,Other,9330863,,,,,,,,,,,,,,,,,
Efna1-Epha5,Efna1,Epha5,Ramilowski,Correct,Secreted,Other,9330863,,,,,,,,,,,,,,,,,
Efna2-Epha2,Efna2,Epha2,Ramilowski,Correct,Membrane,Other,8755474,,,,,,,,,,,,,,,,,
Efna2-Epha4,Efna2,Epha4,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efna2-Epha5,Efna2,Epha5,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efna5-Epha2,Efna5,Epha2,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efna5-Epha4,Efna5,Epha4,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efna5-Epha5,Efna5,Epha5,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efnb1-Epha4,Efnb1,Epha4,Baccin,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efnb1-Ephb1,Efnb1,Ephb1,Ramilowski,Correct,Membrane,Other,"9330863, 11713248,10669731, 12223469",,,,,,,,,,,,,,,,,
Efnb1-Ephb4,Efnb1,Ephb4,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Efnb2-Epha4,Efnb2,Epha4,Ramilowski,Correct,Membrane,Other,"9330863, 12761826",,,,,,,,,,,,,,,,,
Efnb2-Ephb1,Efnb2,Ephb1,Ramilowski,Correct,Membrane,Other,"9330863,10066262, 8559144",,,,,,,,,,,,,,,,,
Efnb2-Ephb4,Efnb2,Ephb4,Ramilowski,Correct,Membrane,Other,"7534404,12051776, 9718367",,,,,,,,,,,,,,,,,
Efnb3-Epha4,Efnb3,Epha4,Ramilowski,Correct,Membrane,Other,"12649481,12383247, 9484836",,,,,,,,,,,,,,,,,
Efnb3-Ephb4,Efnb3,Ephb4,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epcam-Epcam,Epcam,Epcam,Baccin,Correct,Membrane,Other,25163760,,,,,,,,,,,,,,,,,
Epha2-Efna2,Epha2,Efna2,Ramilowski,Correct,Membrane,Other,22660185,,,,,,,,,,,,,,,,,
Epha2-Efna5,Epha2,Efna5,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epha4-Efna2,Epha4,Efna2,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epha4-Efna5,Epha4,Efna5,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epha4-Efnb1,Epha4,Efnb1,Baccin,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epha4-Efnb2,Epha4,Efnb2,Ramilowski,Correct,Membrane,Other,22660185,,,,,,,,,,,,,,,,,
Epha4-Efnb3,Epha4,Efnb3,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epha5-Efna2,Epha5,Efna2,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Epha5-Efna5,Epha5,Efna5,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Ephb1-Efnb1,Ephb1,Efnb1,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Ephb1-Efnb2,Ephb1,Efnb2,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Ephb4-Efnb1,Ephb4,Efnb1,Ramilowski,Correct,Membrane,Other,22660185,,,,,,,,,,,,,,,,,
Ephb4-Efnb2,Ephb4,Efnb2,Ramilowski,Correct,Membrane,Other,22660185,,,,,,,,,,,,,,,,,
Ephb4-Efnb3,Ephb4,Efnb3,Ramilowski,Correct,Membrane,Other,9330863,,,,,,,,,,,,,,,,,
Esam-Esam,Esam,Esam,Baccin,Correct,Membrane,Other,mmu04514,,,,,,,,,,,,,,,,,
Esm1-Itgal&Itgb2,Esm1,Itgal&Itgb2,Baccin,Correct,Secreted,Other,16988024,,,,,,,,,,,,,,,,,
F11r-Jam2,F11r,Jam2,Baccin,Correct,Membrane,Other,25119047,,,,,,,,,,,,,,,,,
Fasl-Fas,Fasl,Fas,Ramilowski,Correct,Secreted,Cytokine,"9126929,,9228058, 9126929",,,,,,,,,,,,,,,,,
Fbn-Itga5&Itgb1,Fbn,Itga5&Itgb1,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fbn-Itgav&Itgb3,Fbn,Itgav&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fgf1-Fgfr1,Fgf1,Fgfr1,Ramilowski,Correct,Secreted,GrowthFactor,"8663044, 8756477,11032250, 10336501",,,,,,,,,,,,,,,,,
Fgf1-Fgfr2,Fgf1,Fgfr2,Ramilowski,Correct,Secreted,GrowthFactor,"10618369, 11069186, 14732692",,,,,,,,,,,,,,,,,
Fgf1-Fgfr3,Fgf1,Fgfr3,Ramilowski,Correct,Secreted,GrowthFactor,"10574949, 14732692",,,,,,,,,,,,,,,,,
Fgf1-Fgfr4,Fgf1,Fgfr4,Ramilowski,Correct,Secreted,GrowthFactor,"8663044,10736564, 10336501",,,,,,,,,,,,,,,,,
Fgf1-Nrp1,Fgf1,Nrp1,Ramilowski,Correct,Secreted,GrowthFactor,15695515,,,,,,,,,,,,,,,,,
Fgf18-Fgfr1,Fgf18,Fgfr1,Ramilowski,Correct,Secreted,GrowthFactor,10751172,,,,,,,,,,,,,,,,,
Fgf18-Fgfr2,Fgf18,Fgfr2,Ramilowski,Correct,Secreted,GrowthFactor,10751172,,,,,,,,,,,,,,,,,
Fgf18-Fgfr3,Fgf18,Fgfr3,Ramilowski,Correct,Secreted,GrowthFactor,1.578.147.310.751.170,,,,,,,,,,,,,,,,,
Fgf18-Fgfr4,Fgf18,Fgfr4,Ramilowski,Correct,Secreted,GrowthFactor,10751172,,,,,,,,,,,,,,,,,
Fgf7-Fgfr1,Fgf7,Fgfr1,Ramilowski,Correct,Secreted,GrowthFactor,8663044,,,,,,,,,,,,,,,,,
Fgf7-Fgfr2,Fgf7,Fgfr2,Ramilowski,Correct,Secreted,GrowthFactor,125.919.597.687.739,,,,,,,,,,,,,,,,,
Fgf7-Nrp1,Fgf7,Nrp1,Ramilowski,Correct,Secreted,GrowthFactor,15695515,,,,,,,,,,,,,,,,,
Fgfr1-Ncam1,Fgfr1,Ncam1,Ramilowski,Correct,Membrane,Other,20038681,,,,,,,,,,,,,,,,,
Fgfr2-Ncam1,Fgfr2,Ncam1,Baccin,Correct,Membrane,Other,21710437,,,,,,,,,,,,,,,,,
Fgg-Itga2b&Itgb3,Fgg,Itga2b&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fgg-Itgav&Itgb3,Fgg,Itgav&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fgg-Itgd&Itgb2,Fgg,Itgd&Itgb2,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fgg-Itgm&Itgb2,Fgg,Itgm&Itgb2,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fgg-Itgx&Itgb2,Fgg,Itgx&Itgb2,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Cd44,Fn1,Cd44,Ramilowski,Correct,ECM,Other,1730778,,,,,,,,,,,,,,,,,
Fn1-Col13a1,Fn1,Col13a1,Ramilowski,Correct,ECM,Other,11956183,,,,,,,,,,,,,,,,,
Fn1-Itga2b&Itgb3,Fn1,Itga2b&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itga4&Itgb1,Fn1,Itga4&Itgb1,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itga4&Itgb7,Fn1,Itga4&Itgb7,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itga5&Itgb1,Fn1,Itga5&Itgb1,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itga8&Itgb1,Fn1,Itga8&Itgb1,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itgad&Itgb2,Fn1,Itgad&Itgb2,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itgav&Itgb1,Fn1,Itgav&Itgb1,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itgav&Itgb3,Fn1,Itgav&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Itgav&Itgb6,Fn1,Itgav&Itgb6,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Fn1-Mag,Fn1,Mag,Ramilowski,Correct,ECM,Other,11423128,,,,,,,,,,,,,,,,,
Fn1-Nt5e,Fn1,Nt5e,Ramilowski,Correct,ECM,Other,"9361795, 10470109",,,,,,,,,,,,,,,,,
Fn1-Sdc2,Fn1,Sdc2,Ramilowski,Correct,ECM,Other,1.077.281.610.772.810,,,,,,,,,,,,,,,,,
Fn1-Tnfrsf11b,Fn1,Tnfrsf11b,Ramilowski,Correct,ECM,Other,15799029,,,,,,,,,,,,,,,,,
Gal-Galr2,Gal,Galr2,Ramilowski,Correct,Secreted,Other,"9832121,9880084, 9685625, 11600206, 9480833,9685625",,,,,,,,,,,,,,,,,
Gas6-Axl,Gas6,Axl,Ramilowski,Correct,Secreted,Other,"7854420,8939948,8621659, 16362042",,,,,,,,,,,,,,,,,
Gas6-Tyro3,Gas6,Tyro3,Ramilowski,Correct,Secreted,Other,"7867073,8939948,8621659, 8939948",,,,,,,,,,,,,,,,,
Gja1-Gja1,Gja1,Gja1,Baccin,Correct,Membrane,Other,12126230,,,,,,,,,,,,,,,,,
Gja4-Gja4,Gja4,Gja4,Baccin,Correct,Membrane,Other,12126230,,,,,,,,,,,,,,,,,
Gjb1-Gjb1,Gjb1,Gjb1,Baccin,Correct,Membrane,Other,12126230,,,,,,,,,,,,,,,,,
Gjc1-Gjc1,Gjc1,Gjc1,Baccin,Correct,Membrane,Other,12126230,,,,,,,,,,,,,,,,,
Gjc2-Gjc2,Gjc2,Gjc2,Baccin,Correct,Membrane,Other,12126230,,,,,,,,,,,,,,,,,
Gjc3-Gjc3,Gjc3,Gjc3,Baccin,Correct,Membrane,Other,12126230,,,,,,,,,,,,,,,,,
Gpc3-Cd81,Gpc3,Cd81,Ramilowski,Correct,Membrane,Other,28098909,FALSE,23665349,"Gpc3=Glypican3, look at figure1-> it is a cis-interaction",,,,,,,,,,,,,,
Gpc3-Igf1r,Gpc3,Igf1r,Ramilowski,Correct,Membrane,Other,18413366,,,,,,,,,,,,,,,,,
Gpi1-Amfr,Gpi1,Amfr,Ramilowski,Correct,Secreted,Cytokine,1.252.736.016.563.430,,,,,,,,,,,,,,,,,
Grem1-Kdr,Grem1,Kdr,Baccin,Correct,Secreted,Cytokine,27174917,,,,,,,,,,,,,,,,,
Gzmb-Igf2r,Gzmb,Igf2r,Ramilowski,Correct,Secreted,Other,1.108.163.511.081.630,,,,,,,,,,,,,,,,,
H2-D1-Klra1,H2-D1,Klra1,Baccin,Correct,Membrane,Other,23596445,,,,,,,,,,,,,,,,,
H2-D1-Klrc1,H2-D1,Klrc1,Ramilowski,Correct,Membrane,Other,9295021,,,,,,,,,,,,,,,,,
H2-D1-Klrd1,H2-D1,Klrd1,Ramilowski,Correct,Membrane,Other,"9405670, 9295021,9405670",,,,,,,,,,,,,,,,,
H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10-Klra3,H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10,Klra3,Baccin,Correct,Membrane,Other,mmu:04650,,,,,,,,,,,,,,,,,
H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10-Klra4,H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10,Klra4,Baccin,Correct,Membrane,Other,mmu:04650,,,,,,,,,,,,,,,,,
H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10-Klra6,H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10,Klra6,Baccin,Correct,Membrane,Other,mmu:04650,,,,,,,,,,,,,,,,,
H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10-Klra7,H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10,Klra7,Baccin,Correct,Membrane,Other,mmu:04650,,,,,,,,,,,,,,,,,
H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10-Klra8,H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10,Klra8,Baccin,Correct,Membrane,Other,mmu:04650,,,,,,,,,,,,,,,,,
H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10-Klre1,H2-K1|H2-D1|H2-Q4|H2-Q7|H2-Q10,Klre1,Baccin,Correct,Membrane,Other,mmu:04650,,,,,,,,,,,,,,,,,
H2-T23-Klrd1,H2-T23,Klrd1,Ramilowski,Correct,Membrane,Other,"9486650,14734748, 9815261, 9486650, 9886400",,,,,,,,,,,,,,,,,
Hbegf-Cd44,Hbegf,Cd44,Ramilowski,Correct,Both,GrowthFactor,7532176,,,,,,,,,,,,,,,,,
Hbegf-Egfr,Hbegf,Egfr,Ramilowski,Correct,Both,GrowthFactor,"12725245,,12725245",,,,,,,,,,,,,,,,,
Hspg2-Col13a1,Hspg2,Col13a1,Ramilowski,Correct,ECM,Other,11956183,,,,,,,,,,,,,,,,,
Hspg2-Itga2&Itgb1,Hspg2,Itga2&Itgb1,Baccin,Correct,Secreted,Other,,,,,,,,,,,,,,,,,,
Hspg2-Ptprs,Hspg2,Ptprs,Ramilowski,Correct,ECM,Other,11865065,,,,,,,,,,,,,,,,,
Hspg2-Sdc1,Hspg2,Sdc1,Baccin,Correct,ECM,Other,939660,,,,,,,,,,,,,,,,,
Ibsp-Itgav&Itgb3,Ibsp,Itgav&Itgb3,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Ibsp-Itgav&Itgb5,Ibsp,Itgav&Itgb5,Baccin,Correct,ECM,Other,16988024,,,,,,,,,,,,,,,,,
Icam1-Itgad&Itgb2,Icam1,Itgad&Itgb2,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam1-Itgal&Itgb2,Icam1,Itgal&Itgb2,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam1|Icam2|Icam4-Itgal&Itgb2,Icam1|Icam2|Icam4,Itgal&Itgb2,Baccin,Correct,Membrane,Other,25720421,,,,,,,,,,,,,,,,,
Icam1|Icam2|Icam4-Itgam&Itgb2,Icam1|Icam2|Icam4,Itgam&Itgb2,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam1|Icam4-Itgax&Itgb2,Icam1|Icam4,Itgax&Itgb2,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam2-Itgal&Itgb2,Icam2,Itgal&Itgb2,Baccin,Correct,Membrane,Other,25720421,,,,,,,,,,,,,,,,,
Icam4-Itga2b&Itgb3,Icam4,Itga2b&Itgb3,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam4-Itga4&Itgb1,Icam4,Itga4&Itgb1,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam4-Itgav&Itgb3,Icam4,Itgav&Itgb3,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Icam4-Rhag,Icam4,Rhag,Ramilowski,Correct,Membrane,Other,8563755,,,,,,,,,,,,,,,,,
Icos-Icosl,Icos,Icosl,Baccin,Correct,Membrane,Other,mmu04514,,,,,,,,,,,,,,,,,
Icosl-Icos,Icosl,Icos,Baccin,Correct,Membrane,Other,mmu04514,,,,,,,,,,,,,,,,,
Ifng-Ifngr1,Ifng,Ifngr1,Ramilowski,Correct,Secreted,Cytokine,"10811850,12165521, 10986460, 11250200",,,,,,,,,,,,,,,,,
Ifng-Ifngr2,Ifng,Ifngr2,Ramilowski,Correct,Secreted,Cytokine,"10811850, 7673114",,,,,,,,,,,,,,,,,
Igf1-Igf1r,Igf1,Igf1r,Ramilowski,Correct,Secreted,GrowthFactor,"2877871,,1852007",,,,,,,,,,,,,,,,,
Igf1-Insr,Igf1,Insr,Baccin,Correct,Secreted,GrowthFactor,23518924,,,,,,,,,,,,,,,,,
Igf2-Igf1r,Igf2,Igf1r,Ramilowski,Correct,Secreted,GrowthFactor,",9972281",,,,,,,,,,,,,,,,,
Igf2-Insr,Igf2,Insr,Ramilowski,Correct,Secreted,GrowthFactor,"9281335, 9722981",,,,,,,,,,,,,,,,,
Igfbp4-Lrp6,Igfbp4,Lrp6,Ramilowski,Correct,Secreted,Other,18528331,,,,,,,,,,,,,,,,,
Igsf4-Igsf4,Igsf4,Igsf4,Baccin,Correct,Membrane,Other,mmu04514,,,,,,,,,,,,,,,,,
Il15-Il15ra,Il15,Il15ra,Ramilowski,Correct,Secreted,Interleukin,"15265897,7641685, 16284400",,,,,,,,,,,,,,,,,
Il15-Il2rb,Il15,Il2rb,Ramilowski,Correct,Secreted,Interleukin,"15265897,8026467, 9176231",,,,,,,,,,,,,,,,,
Il15-Il2rg,Il15,Il2rg,Ramilowski,Correct,Secreted,Interleukin,"1526589, 78568232",,,,,,,,,,,,,,,,,
Il16-Cd4,Il16,Cd4,Ramilowski,Correct,Secreted,Interleukin,"1851800, 7910967",,,,,,,,,,,,,,,,,
Il18-Il18r1,Il18,Il18r1,Ramilowski,Correct,Secreted,Interleukin,"9325300, 9325300",,,,,,,,,,,,,,,,,
Il18-Il18rap,Il18,Il18rap,Ramilowski,Correct,Secreted,Interleukin,9792649,,,,,,,,,,,,,,,,,
Il1b-Il1r1,Il1b,Il1r1,Ramilowski,Correct,Secreted,Interleukin,"62193, 9820540,9062193",,,,,,,,,,,,,,,,,
Il1b-Il1r2,Il1b,Il1r2,Ramilowski,Correct,Secreted,Interleukin,"8332913, 7878046",,,,,,,,,,,,,,,,,
Il1b-Il1rap,Il1b,Il1rap,Ramilowski,Correct,Secreted,Interleukin,"9820540, 9820540",,,,,,,,,,,,,,,,,
Il1rn-Il1r1,Il1rn,Il1r1,Ramilowski,Correct,Secreted,Interleukin,"11641511, 9062194",,,,,,,,,,,,,,,,,
Il1rn-Il1r2,Il1rn,Il1r2,Ramilowski,Correct,Secreted,Interleukin,1834644,,,,,,,,,,,,,,,,,
Il2-Il2ra,Il2,Il2ra,Ramilowski,Correct,Secreted,Interleukin,"15265897, 1993646",,,,,,,,,,,,,,,,,
Il2-Il2rb,Il2,Il2rb,Ramilowski,Correct,Secreted,Interleukin,"15265897,11035066, 8049354",,,,,,,,,,,,,,,,,
Il2-Il2rg,Il2,Il2rg,Ramilowski,Correct,Secreted,Interleukin,"15265897,10662798, 8049354",,,,,,,,,,,,,,,,,
Il33-Il1rl1,Il33,Il1rl1,Baccin,Correct,Secreted,Interleukin,29247993,,,,,,,,,,,,,,,,,
Il34-Csf1r,Il34,Csf1r,Ramilowski,Correct,Secreted,Interleukin,30205037,,,,,,,,,,,,,,,,,
Il6-Il6ra,Il6,Il6ra,Ramilowski,Correct,Secreted,Interleukin,"3136546,14557255, 12829785",,,,,,,,,,,,,,,,,
Il6-Il6st,Il6,Il6st,Ramilowski,Correct,Secreted,Interleukin,"8293462, 3136546,14557255",,,,,,,,,,,,,,,,,
Il7-Il2rg,Il7,Il2rg,Ramilowski,Correct,Secreted,Interleukin,"7522165,11858939, 9010926",,,,,,,,,,,,,,,,,
Il7-Il7r,Il7,Il7r,Ramilowski,Correct,Secreted,Interleukin,"7522165,11858939, 10390077",,,,,,,,,,,,,,,,,
Inhba-Acvr2a,Inhba,Acvr2a,Ramilowski,Correct,Secreted,Cytokine,"12466190, 11266510",,,,,,,,,,,,,,,,,
Inhba-Acvr2b,Inhba,Acvr2b,Ramilowski,Correct,Secreted,Cytokine,9202237,,,,,,,,,,,,,,,,,
Inhba-Eng,Inhba,Eng,Ramilowski,Correct,Secreted,Cytokine,9872992,,,,,,,,,,,,,,,,,
Inhba-Tgfbr3,Inhba,Tgfbr3,Ramilowski,Correct,Secreted,Cytokine,10746731,,,,,,,,,,,,,,,,,
Itga2b&Itgb3-Icam4,Itga2b&Itgb3,Icam4,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Itga4&Itgb1-Cd14,Itga4&Itgb1,Cd14,Baccin,Correct,Membrane,Other,17274987,TRUE,,,,,,,,,,,,,,,,
Itga4&Itgb1-Icam4,Itga4&Itgb1,Icam4,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Itga4&Itgb1-Jam2,Itga4&Itgb1,Jam2,Baccin,Correct,Membrane,Other,mmu04514,,,,,,,,,,,,,,,,,
Itga4&Itgb1-Madcam1,Itga4&Itgb1,Madcam1,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Itga4&Itgb1-Vcam1,Itga4&Itgb1,Vcam1,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
Itga4&Itgb7-Adam|Adam2,Itga4&Itgb7,Adam|Adam2,Baccin,Correct,Membrane,Other, ,,,,,,,,,,,,,,,,,
Itga4&Itgb7-Madcam1,Itga4&Itgb7,Madcam1,Baccin,Correct,Membrane,Other,16988024,,,,,,,,,,,,,,,,,
